Crisis ID,Type of Personal Crisis,What,Where,When,How,Severity,Duration
2705,Health Issue,illness,"2292 Diaz Vista, Hicksberg, NV 58854",17-03-2022 07:59,health issue,high,within 6 hours
2706,Mental Health Concern,anxiety,"7484 Hood Extensions Apt. 940, Schmidtmouth, KS 93603",19-03-2020 16:22,depression,very high,within 3 hours
2707,Financial Problem,money issue,"840 Cindy Trail Apt. 430, Amandashire, TN 75328",01-03-2021 11:41,debt,high,within 5 hours
2708,Substance Abuse,alcoholism,"63120 Christopher Locks, South Pam, FL 89299",09-07-2020 16:27,substance abuse,low,within 4 hours
2709,Financial Problem,poverty,"93409 Mark Ports Apt. 176, Cooperborough, WA 06399",27-02-2024 12:50,bankruptcy,low,within 6 hours
2710,Health Issue,injury,"29764 William Glens, Emilymouth, NJ 28044",25-01-2021 05:21,injury,very low,within 1 hour
2711,Substance Abuse,addiction,"USCGC Turner, FPO AP 73743",09-03-2024 04:50,substance abuse,high,within 5 hours
2712,Relationship Issue,family conflict,"767 Day Meadows Suite 774, West Jon, VI 29179",08-04-2021 05:06,family conflict,very low,within 6 hours
2713,Mental Health Concern,mental health concern,"0837 George Haven, Mcdonaldberg, DC 11255",06-11-2021 17:44,trauma,moderate,within 3 hours
2714,Substance Abuse,drug abuse,"25798 Tracy Mews, Pooleland, AZ 61732",02-03-2020 15:18,alcoholism,very high,within 1 hour
2715,Mental Health Concern,mental health concern,"0827 Cynthia Station Suite 308, Brooksberg, LA 95176",07-10-2020 22:16,trauma,moderate,within 6 hours
2716,Relationship Issue,breakup,"29570 Robin Mall Suite 367, Sosaview, IN 32540",16-05-2023 15:18,breakup,very low,within 4 hours
2717,Financial Problem,money issue,"344 Daniel Bypass Apt. 327, Jennaview, NE 59115",15-02-2023 11:01,bankruptcy,low,within 4 hours
2718,Substance Abuse,drug abuse,"379 Tanner Rapid Suite 324, Ramirezborough, MS 29898",11-06-2022 22:16,substance abuse,low,within 3 hours
2719,Relationship Issue,breakup,"5684 Arias Trail, Nelsonbury, FL 85781",20-10-2020 17:13,relationship issue,moderate,within 6 hours
2720,Financial Problem,debt,"278 Vincent Glens, Port Steven, GA 03738",03-02-2020 17:25,money issue,low,within 3 hours
2721,Substance Abuse,dependency,"183 Ellen Springs, Wallville, NM 05687",04-04-2023 17:16,addiction,very high,within 4 hours
2722,Substance Abuse,drug abuse,"6960 Howard Crossing, Port Williamfurt, DE 52235",09-06-2020 13:39,dependency,very high,within 1 hour
2723,Relationship Issue,family conflict,"92113 Kristen Well Suite 695, Danielmouth, PA 58767",24-10-2022 17:25,loneliness,high,within 6 hours
2724,Mental Health Concern,stress,"USNS Bishop, FPO AA 40776",16-05-2020 14:58,mental health concern,low,within 1 hour
2725,Financial Problem,debt,"USNS Reed, FPO AP 95113",26-11-2022 19:24,money issue,very high,within 3 hours
2726,Relationship Issue,divorce,"11442 Michael Fords, Jamesstad, PA 13402",27-07-2021 11:14,family conflict,high,within 3 hours
2727,Relationship Issue,relationship issue,"992 Wilson Views, Wallport, CA 41854",28-12-2020 20:20,breakup,very low,within 1 hour
2728,Mental Health Concern,depression,"47845 Kevin Stream, New Jamesfort, VT 47209",10-08-2023 12:23,depression,very low,within 6 hours
2729,Mental Health Concern,stress,"6312 Stephanie Course Apt. 456, Port Markstad, NE 03779",05-07-2020 04:05,stress,very low,within 5 hours
2730,Relationship Issue,relationship issue,"989 Williams Common, West Emily, VT 23745",03-11-2023 15:54,loneliness,low,within 1 hour
2731,Substance Abuse,addiction,"4241 Heather Shoals, New Ninaport, IN 80070",13-04-2021 01:38,alcoholism,high,within 4 hours
2732,Mental Health Concern,mental health concern,"799 Rodriguez Spurs, West Toddchester, NV 54086",19-07-2021 10:12,trauma,low,within 6 hours
2733,Mental Health Concern,anxiety,"47949 Nash Mountain, Webbborough, AK 40373",17-09-2021 09:04,stress,very low,within 4 hours
2734,Health Issue,health issue,"99001 Huang Skyway, Lake Cheyenneton, MS 81121",02-03-2021 23:06,sickness,high,within 2 hours
2735,Financial Problem,bankruptcy,"778 Smith Circle, North Tyler, MO 35509",28-06-2022 01:27,financial problem,very low,within 6 hours
2736,Relationship Issue,divorce,"70564 Pamela Land, Stephenton, FM 00919",07-08-2022 01:22,loneliness,low,within 2 hours
2737,Relationship Issue,divorce,"7390 Delgado Fields Apt. 331, Lake Lauren, MO 13065",04-11-2023 05:19,loneliness,low,within 2 hours
2738,Financial Problem,financial problem,"060 Ibarra Lodge, Mckinneyville, TX 36998",09-09-2021 16:45,money issue,very low,within 2 hours
2739,Substance Abuse,alcoholism,"5620 Smith Knolls Suite 508, Estesshire, NC 94820",04-01-2022 13:40,substance abuse,low,within 2 hours
2740,Financial Problem,poverty,"1620 Mckay Field, North John, TX 51537",19-12-2021 16:01,bankruptcy,very high,within 3 hours
2741,Substance Abuse,substance abuse,"805 Jones Crest Apt. 725, Lukeburgh, AL 85581",14-10-2023 12:55,substance abuse,very high,within 1 hour
2742,Health Issue,health issue,"329 Hernandez Tunnel, South Tinashire, AS 45824",01-01-2023 12:19,illness,very high,within 1 hour
2743,Health Issue,health issue,"727 Timothy Shoal Apt. 134, West Alyssaburgh, CT 22049",17-02-2022 15:07,illness,very high,within 3 hours
2744,Substance Abuse,drug abuse,"5194 Amanda Mountain Apt. 540, Kevinstad, FM 42979",13-07-2022 22:08,alcoholism,moderate,within 5 hours
2745,Relationship Issue,relationship issue,"31057 Mason Island Apt. 907, Port Diana, DE 48971",03-05-2020 06:51,family conflict,low,within 3 hours
2746,Substance Abuse,drug abuse,"02716 Lisa Trafficway, East Jamesberg, CT 94848",02-06-2022 11:42,substance abuse,high,within 6 hours
2747,Substance Abuse,dependency,"178 Glass Roads, Johnside, NV 62693",14-11-2023 05:17,addiction,moderate,within 3 hours
2748,Health Issue,injury,"91359 Christopher Stream Apt. 912, Jennifershire, MP 68424",02-12-2021 14:51,sickness,moderate,within 6 hours
2749,Substance Abuse,substance abuse,"096 Parker Corners, East Keithton, TX 05943",02-04-2024 13:09,alcoholism,very low,within 6 hours
2750,Health Issue,illness,"505 Monique Ports Suite 578, Erinhaven, VI 18200",01-11-2020 02:16,sickness,low,within 5 hours
2751,Health Issue,medical condition,"52378 Kayla Dale, Jamesstad, WA 24407",27-07-2023 02:47,medical condition,low,within 4 hours
2752,Relationship Issue,breakup,"829 Luis Spurs, Melissachester, OH 39550",06-11-2021 03:04,relationship issue,low,within 4 hours
2753,Health Issue,illness,"1117 Smith Mountains Apt. 930, Lake Amy, AR 64211",17-07-2023 09:24,medical condition,very low,within 3 hours
2754,Substance Abuse,drug abuse,"43446 Jordan Hollow Apt. 369, Aprilland, RI 42110",26-11-2022 02:24,alcoholism,moderate,within 4 hours
2755,Mental Health Concern,depression,"8800 William Springs, Laneberg, KS 86349",28-12-2022 12:17,stress,high,within 3 hours
2756,Substance Abuse,drug abuse,"88188 Williamson Spring, West Brittanytown, NC 17847",18-07-2021 09:10,alcoholism,very high,within 2 hours
2757,Financial Problem,bankruptcy,"USNV Sanders, FPO AE 02911",27-11-2021 23:05,debt,high,within 6 hours
2758,Mental Health Concern,anxiety,"817 Ward Lodge Suite 616, Port Christopher, FM 61806",23-09-2023 13:58,anxiety,high,within 3 hours
2759,Financial Problem,money issue,"416 Reynolds Lake, Nicholaschester, SD 45634",09-10-2020 21:50,financial problem,high,within 6 hours
2760,Substance Abuse,substance abuse,"022 Martin Pass, New Erictown, NE 75445",19-08-2022 15:04,addiction,very low,within 1 hour
2761,Substance Abuse,substance abuse,"07787 Joyce Burgs, Lake Patrick, IN 40178",03-09-2023 06:16,dependency,very low,within 4 hours
2762,Health Issue,illness,"79644 Smith Circles, Mcdanielborough, NV 25136",16-04-2021 05:37,medical condition,very low,within 4 hours
2763,Substance Abuse,dependency,"5173 Reginald Square Apt. 283, Port Robert, MH 77341",26-11-2020 01:17,addiction,low,within 5 hours
2764,Substance Abuse,drug abuse,"0023 Young Streets, Trevinohaven, WA 41716",09-03-2021 21:14,drug abuse,low,within 5 hours
2765,Mental Health Concern,mental health concern,"PSC 7948, Box 6409, APO AA 12758",23-02-2020 22:26,mental health concern,low,within 5 hours
2766,Relationship Issue,relationship issue,"3682 Amanda Land Suite 240, Malonefort, PR 53272",20-03-2024 23:58,loneliness,very high,within 6 hours
2767,Relationship Issue,divorce,"7698 Rebecca Garden, Port Mario, NE 72543",05-06-2022 02:34,loneliness,moderate,within 1 hour
2768,Mental Health Concern,anxiety,"31925 Beard Turnpike, Lake Annaborough, MD 86414",08-08-2020 13:04,anxiety,very low,within 3 hours
2769,Relationship Issue,relationship issue,"90280 Rebecca Meadows, Port Kendraville, MS 51366",06-11-2021 19:17,divorce,low,within 4 hours
2770,Substance Abuse,substance abuse,"101 Pittman Ranch, East Andrewfort, MO 53485",29-03-2020 05:45,alcoholism,moderate,within 3 hours
2771,Financial Problem,money issue,"7878 Jimenez Street Suite 180, East Michaelfurt, KS 32594",19-08-2020 04:13,poverty,very low,within 6 hours
2772,Financial Problem,money issue,"7340 Benjamin Plains, Monicamouth, WI 76744",02-03-2023 14:56,debt,very low,within 2 hours
2773,Financial Problem,money issue,"489 Dale Station Apt. 387, South Christinaland, MH 67630",07-05-2023 21:33,money issue,low,within 1 hour
2774,Mental Health Concern,depression,"5539 Whitehead Alley, Martinezburgh, GU 76488",16-05-2023 00:12,anxiety,very low,within 1 hour
2775,Mental Health Concern,mental health concern,"77519 Martinez Avenue Apt. 695, Port Jessica, NY 34400",02-03-2020 22:26,mental health concern,high,within 3 hours
2776,Financial Problem,debt,"955 Davis Harbors Apt. 052, North Conniemouth, MI 59421",29-04-2020 02:15,poverty,very high,within 4 hours
2777,Substance Abuse,substance abuse,"6887 Jonathan Mission, Port Erinhaven, AS 33401",29-01-2020 18:10,dependency,very low,within 1 hour
2778,Mental Health Concern,mental health concern,"PSC 6175, Box 9078, APO AE 10217",03-03-2023 07:31,mental health concern,moderate,within 5 hours
2779,Health Issue,injury,"871 Kerri Ports, Phillipsfort, VI 41319",08-02-2021 12:48,medical condition,very low,within 2 hours
2780,Substance Abuse,addiction,"29623 Love Forges, North Ruth, PW 47500",24-05-2023 19:42,alcoholism,very low,within 3 hours
2781,Health Issue,medical condition,"061 Teresa Station, Priceport, PA 86844",16-04-2022 14:51,sickness,very low,within 4 hours
2782,Substance Abuse,dependency,"448 Mary Knoll, Port Amyfort, TX 86357",31-12-2020 10:38,drug abuse,low,within 1 hour
2783,Substance Abuse,dependency,"498 Charles Ford, Montgomeryside, NM 02880",26-08-2021 17:47,addiction,very high,within 3 hours
2784,Mental Health Concern,stress,"20721 John Manor Suite 263, Angelatown, IL 13009",20-09-2021 11:21,mental health concern,low,within 5 hours
2785,Financial Problem,financial problem,"1341 Conley Curve, Port Robertfurt, DC 98422",26-08-2022 18:55,poverty,low,within 4 hours
2786,Substance Abuse,drug abuse,"336 Flores Field, Jamesbury, MH 40615",12-05-2020 02:07,drug abuse,very high,within 5 hours
2787,Health Issue,sickness,"4550 Mathews Shore Suite 642, East Eric, UT 48527",06-02-2021 20:14,injury,low,within 1 hour
2788,Health Issue,medical condition,"27118 Susan Inlet, West Michaelfort, KY 60361",31-08-2020 20:07,illness,low,within 4 hours
2789,Relationship Issue,loneliness,"056 Jackson Drive Suite 285, Port Megan, VA 15078",20-04-2021 22:27,loneliness,high,within 3 hours
2790,Health Issue,injury,"506 Jeremy Shoals, West William, LA 78372",23-10-2020 22:49,medical condition,low,within 5 hours
2791,Health Issue,medical condition,"5652 Wendy Crossroad, Whiteborough, CT 04153",25-02-2020 23:50,sickness,low,within 3 hours
2792,Substance Abuse,drug abuse,"96993 Hall Branch Apt. 148, Amychester, VT 68157",09-06-2021 11:34,alcoholism,very high,within 4 hours
2793,Mental Health Concern,depression,"19274 Payne Squares Apt. 153, West Patrick, NJ 94297",14-02-2024 22:24,depression,moderate,within 2 hours
2794,Mental Health Concern,depression,"801 Jennifer Expressway, New Jenniferstad, KS 65690",02-04-2020 02:25,stress,moderate,within 3 hours
2795,Relationship Issue,relationship issue,"067 Kimberly Square Suite 423, Lake Tiffanystad, OK 53034",15-06-2020 21:51,family conflict,very low,within 2 hours
2796,Mental Health Concern,mental health concern,"4276 Robert Stravenue Suite 361, Lake Christopher, GA 11862",29-06-2022 16:32,anxiety,very low,within 2 hours
2797,Substance Abuse,addiction,"USNV Gardner, FPO AA 93213",10-03-2023 21:26,substance abuse,moderate,within 6 hours
2798,Health Issue,medical condition,"947 Samuel Manor Apt. 815, Port Virginia, OH 19732",17-04-2023 22:53,health issue,high,within 2 hours
2799,Substance Abuse,substance abuse,"658 Smith Lake, Mcdonaldland, SC 54357",11-10-2020 11:06,dependency,moderate,within 1 hour
2800,Relationship Issue,breakup,"2991 Evans Green, East Felicia, MA 82301",28-12-2020 04:25,family conflict,very low,within 6 hours
2801,Mental Health Concern,trauma,"8772 Harris Corner, East Lisa, NM 19013",09-06-2022 07:02,mental health concern,low,within 1 hour
2802,Substance Abuse,alcoholism,"56240 Combs Point, Mcculloughburgh, NE 70339",27-01-2021 08:36,addiction,low,within 4 hours
2803,Health Issue,sickness,"12733 Rose Station, Richardsonside, UT 40825",16-08-2022 17:12,sickness,low,within 4 hours
2804,Financial Problem,bankruptcy,"467 Jonathan Walk Apt. 866, East Michael, OR 05030",26-02-2023 17:57,poverty,low,within 4 hours
2805,Substance Abuse,drug abuse,"476 Murray Inlet, West Maryburgh, SD 31329",15-12-2020 08:22,substance abuse,very high,within 5 hours
2806,Health Issue,sickness,"289 Smith Drive Apt. 040, Davidborough, MD 36510",15-01-2024 13:32,medical condition,high,within 6 hours
2807,Health Issue,health issue,"058 Rodriguez Neck, New James, AS 35150",14-01-2023 19:38,sickness,low,within 2 hours
2808,Substance Abuse,dependency,"4490 John Keys Suite 921, Roseborough, NH 75311",10-02-2022 05:04,addiction,moderate,within 1 hour
2809,Health Issue,illness,"89065 Richard Station, Port Heatherfurt, OR 40982",05-05-2022 13:13,sickness,moderate,within 4 hours
2810,Financial Problem,financial problem,"33470 Walton Wall Suite 140, Taylorbury, CT 56787",09-09-2022 17:17,money issue,very low,within 3 hours
2811,Health Issue,health issue,"PSC 8181, Box 4239, APO AA 56753",08-02-2024 19:56,health issue,low,within 2 hours
2812,Substance Abuse,addiction,"65537 Mckee Camp, Goodhaven, VI 40239",27-08-2023 05:36,drug abuse,very high,within 1 hour
2813,Health Issue,illness,"301 Kirk Drives, New Patrick, PA 98678",04-11-2022 04:07,illness,very low,within 5 hours
2814,Relationship Issue,divorce,"32771 Lisa Inlet Suite 434, Laurenstad, GA 50304",18-06-2021 07:05,loneliness,very low,within 6 hours
2815,Financial Problem,financial problem,"222 Thomas Cove, South Peggystad, DE 86494",18-10-2022 22:31,financial problem,moderate,within 4 hours
2816,Mental Health Concern,anxiety,"0561 Barnes Drives Apt. 392, Ruizberg, NC 85812",20-04-2020 18:59,mental health concern,low,within 3 hours
2817,Mental Health Concern,stress,"8645 Freeman Loop, Karenchester, TX 18543",05-05-2021 04:53,stress,very high,within 1 hour
2818,Substance Abuse,addiction,"2742 Stewart Canyon Suite 903, Port Katrinamouth, TN 70109",10-09-2022 23:24,alcoholism,moderate,within 4 hours
2819,Substance Abuse,drug abuse,"3994 Julia Drive Suite 956, Cherylland, IL 58973",21-12-2023 17:37,alcoholism,high,within 3 hours
2820,Financial Problem,bankruptcy,"Unit 8237 Box 9982, DPO AE 34937",18-11-2022 00:00,poverty,very low,within 4 hours
2821,Financial Problem,bankruptcy,"Unit 4860 Box 5553, DPO AP 32395",09-01-2022 18:35,poverty,low,within 2 hours
2822,Financial Problem,money issue,"12347 Cory Hills, New Juliabury, TN 05253",05-11-2020 14:21,poverty,very high,within 3 hours
2823,Substance Abuse,dependency,"7270 Walker Glens, Gonzalezhaven, NE 16690",17-12-2022 16:09,alcoholism,low,within 5 hours
2824,Mental Health Concern,mental health concern,"6212 Owens Island, Hoffmanland, PW 81012",11-02-2022 21:58,stress,moderate,within 4 hours
2825,Mental Health Concern,depression,"2641 Cervantes Row, Parkerfort, NJ 74838",29-10-2021 08:38,trauma,very high,within 3 hours
2826,Substance Abuse,addiction,"41421 Grace Viaduct Suite 662, Richardsborough, WA 13398",15-06-2022 01:16,addiction,moderate,within 1 hour
2827,Mental Health Concern,mental health concern,"80936 Stephanie Crossroad Apt. 306, New Reginaldtown, WV 22305",05-06-2022 17:05,stress,very low,within 5 hours
2828,Financial Problem,financial problem,"1826 Katherine Trail Apt. 292, Timmouth, WA 39544",10-06-2022 11:21,poverty,high,within 4 hours
2829,Health Issue,medical condition,"374 Vargas Meadows Apt. 701, Sarahmouth, CT 01641",02-10-2023 07:59,injury,high,within 3 hours
2830,Financial Problem,bankruptcy,"USCGC Greene, FPO AP 79828",11-09-2022 11:39,poverty,low,within 5 hours
2831,Mental Health Concern,trauma,"3158 Carter Street Suite 013, Robertfort, DE 32329",08-03-2024 04:37,stress,high,within 6 hours
2832,Relationship Issue,relationship issue,"453 Lynn Drive, North Tara, NE 50927",01-01-2024 06:13,loneliness,high,within 3 hours
2833,Financial Problem,debt,"Unit 4449 Box 6465, DPO AA 78131",01-04-2024 23:24,debt,very high,within 5 hours
2834,Financial Problem,financial problem,"3514 Cline Cliff, East Elizabethhaven, AL 71078",26-07-2022 15:30,poverty,very high,within 5 hours
